'',WP$,NNS,WRB,RBR,$,PRP,PRP$,``,JJ,VBG,:,NNPS,FW,NNP,CC,NN,(,),PDT,#,VBP,CD,VBN,RBS,VBZ,WDT,TO,VB,WP,EX,MD,JJR,SYM,RB,DT,VBD,RP,UH,POS,JJS,IN,length
0,0,35,6,0,5,73,1,0,133,19,0,0,2,154,54,210,0,0,0,0,68,66,10,0,70,9,29,77,13,2,31,1,0,54,123,13,2,0,1,0,119,1380.0
1,0,596,77,16,8,852,57,0,1001,189,122,4,7,1377,417,1927,0,0,42,0,747,375,207,6,603,72,268,737,96,55,194,61,0,835,1178,207,72,2,17,43,1296,13764.0
0,0,288,40,8,11,485,33,0,743,88,0,3,5,700,257,1090,0,0,16,0,368,321,59,3,446,59,172,387,78,38,122,6,0,373,691,121,29,0,17,9,620,7686.0
0,0,54,9,0,0,33,7,0,81,14,0,0,1,24,19,117,0,0,1,0,35,8,24,0,28,4,24,34,2,0,12,0,0,18,83,9,3,0,2,0,78,724.0
1,1,287,78,8,4,895,81,0,793,200,83,1,8,1433,294,1529,0,0,39,0,541,252,118,2,650,90,286,644,82,24,176,59,0,734,874,254,68,8,29,53,984,11663.0
0,0,51,9,1,0,59,4,0,76,13,0,0,1,92,32,157,0,0,4,0,59,13,14,0,56,4,16,61,7,7,21,3,0,53,100,8,6,0,1,3,104,1035.0
2,0,77,10,4,0,181,10,0,211,87,0,0,2,184,91,564,0,0,11,1,146,39,60,2,109,15,84,205,11,2,101,5,0,176,273,12,3,0,16,0,290,2984.0
0,0,445,41,9,12,616,9,0,742,115,7,2,12,979,302,1706,0,0,24,0,513,303,151,0,356,101,222,483,50,49,199,16,0,514,952,248,28,0,30,6,1228,10470.0
0,0,217,53,10,5,639,32,0,533,134,20,3,5,641,200,928,0,0,14,0,367,108,69,2,297,43,147,418,69,5,145,35,0,447,571,177,18,0,8,5,620,6985.0
0,1,176,26,4,6,433,56,0,356,53,0,0,6,376,157,749,0,0,5,0,273,160,56,0,190,36,137,388,32,8,135,9,0,279,464,78,29,1,20,2,482,5183.0
0,0,66,11,1,0,106,8,0,185,41,0,0,1,140,75,462,0,0,6,0,80,67,59,0,72,18,62,162,5,2,96,5,0,137,240,22,1,0,6,0,273,2409.0
0,0,85,16,2,0,210,30,0,175,28,0,0,4,372,76,462,0,0,7,0,145,22,19,0,145,18,57,139,21,1,43,1,0,130,393,60,5,0,4,1,385,3056.0
0,0,76,6,1,1,102,8,0,170,16,0,0,1,205,78,240,0,0,5,0,80,123,9,0,71,11,52,86,10,1,20,2,0,88,143,26,10,0,8,3,147,1799.0
0,0,296,27,12,4,524,34,0,738,87,0,0,2,714,241,1227,0,0,11,0,385,234,88,4,404,64,195,399,67,29,122,7,0,418,741,108,52,0,20,5,671,7930.0
1,0,207,40,11,7,441,22,0,556,125,5,1,5,539,260,1040,0,0,28,0,361,156,74,1,422,55,204,345,37,22,76,30,0,442,681,79,55,0,6,4,568,6906.0
3,0,346,52,5,0,594,37,0,670,184,146,2,12,711,180,1351,0,0,50,0,554,176,90,0,401,49,216,437,48,15,85,25,0,519,770,107,31,3,16,14,777,8676.0
1,0,532,60,15,3,636,26,0,799,123,17,1,11,757,281,1807,0,0,19,0,623,240,175,3,487,143,281,530,75,53,202,38,0,517,999,146,30,0,14,8,1278,10930.0
2,1,321,80,16,6,937,35,0,1368,241,56,0,16,1309,340,2281,0,0,37,0,705,220,113,1,670,103,347,781,47,44,194,38,0,829,1110,151,50,0,25,19,1278,13771.0
2,1,572,96,16,5,972,12,0,1248,329,5,3,15,935,399,2475,0,0,35,0,919,249,154,1,893,126,320,576,149,37,126,66,0,760,1390,173,93,0,34,16,1616,14818.0
1,0,373,54,23,2,784,88,0,953,223,14,1,12,1589,727,2126,0,0,16,1,513,165,140,1,567,73,267,709,90,34,219,42,0,957,1027,185,43,1,31,8,1148,13207.0
1,0,342,55,19,3,777,84,0,921,256,3,3,13,1536,705,2098,0,0,12,1,520,199,142,1,562,81,280,719,81,32,172,27,0,909,919,199,76,5,36,13,1154,12956.0
2,0,46,7,2,0,147,2,0,180,20,0,0,0,143,67,341,0,0,6,0,84,8,10,0,71,9,59,122,9,2,37,0,0,127,202,32,7,0,3,1,230,1976.0
0,0,49,5,2,1,47,4,0,86,11,0,0,1,50,14,166,0,0,2,0,52,44,23,0,62,8,22,39,3,6,13,1,0,53,107,26,3,0,4,3,96,1003.0
0,0,44,3,1,0,38,3,0,81,10,0,0,0,55,30,149,0,0,3,0,41,16,7,0,44,15,15,35,6,1,11,2,0,53,102,11,3,1,1,0,81,862.0
1,1,447,83,10,7,977,33,0,1255,177,45,4,16,1521,369,2153,0,0,33,0,840,325,151,2,707,91,331,673,68,44,154,14,0,726,1225,159,40,1,60,8,1165,13916.0
0,3,168,36,5,11,372,31,0,622,85,0,1,6,775,230,1176,0,0,20,0,280,210,70,3,444,72,135,351,73,23,106,8,0,370,676,135,13,2,8,17,541,7078.0
5,0,486,95,12,5,1305,77,0,1071,357,8,0,16,937,530,2488,0,0,43,0,928,127,161,13,674,118,386,821,99,60,193,33,0,860,1562,293,44,2,34,24,1471,15338.0
0,2,348,69,17,8,630,91,0,667,196,33,1,10,1655,599,1860,0,0,13,0,496,172,161,2,533,72,290,555,67,27,135,23,0,682,898,124,56,0,42,19,1017,11570.0
1,0,616,63,25,6,1022,172,0,1246,163,0,0,8,1054,660,2369,0,0,55,0,802,209,145,3,517,85,283,765,55,25,255,38,0,1230,1366,159,57,2,15,19,1497,14987.0
1,0,312,38,11,1,727,51,0,725,176,63,1,9,1129,224,1394,0,0,21,0,540,174,128,1,521,93,226,592,68,41,163,18,0,637,809,160,58,5,40,6,932,10095.0
0,0,221,37,12,3,423,31,0,593,83,4,1,2,635,215,1139,0,0,24,0,387,82,72,2,368,54,117,323,41,26,97,16,0,351,654,86,22,0,5,9,616,6751.0
2,0,194,57,9,0,683,55,0,552,188,18,0,12,931,222,1217,0,0,21,0,426,58,135,3,405,68,259,547,44,29,145,21,0,543,733,120,38,1,18,22,748,8524.0
0,0,66,8,1,0,149,10,0,200,28,0,0,2,204,77,311,0,0,1,0,90,34,10,0,94,13,66,161,8,2,45,2,0,108,180,23,5,0,2,1,222,2123.0
0,1,457,54,19,1,549,67,0,807,170,1,1,9,698,272,1492,0,0,28,0,567,222,96,0,473,97,261,469,61,31,130,21,0,495,989,79,29,1,7,2,1005,9661.0
2,1,227,38,17,11,485,24,0,638,154,34,2,8,693,249,1218,0,0,35,0,355,195,88,7,553,63,212,361,64,33,74,35,0,488,806,125,51,0,24,6,711,8087.0
1,0,63,8,1,2,146,26,0,182,28,0,0,2,128,69,360,0,0,12,0,106,84,18,0,127,15,58,118,11,3,22,1,0,98,255,18,8,0,10,0,179,2159.0
1,0,80,14,1,0,159,21,0,192,39,0,1,1,224,37,268,0,0,2,0,107,131,23,1,102,14,109,147,6,1,29,8,0,112,162,30,15,0,11,1,204,2253.0
0,0,75,9,2,1,151,14,0,209,17,0,0,5,166,99,288,0,0,0,0,85,45,11,0,65,8,50,128,5,3,36,1,0,111,155,36,7,0,8,1,164,1955.0
1,0,326,92,5,13,697,47,0,653,161,170,2,5,807,199,1296,0,0,25,0,651,283,76,4,383,44,219,487,89,20,106,31,0,528,721,91,28,3,16,35,748,9062.0
0,0,40,7,1,0,172,13,0,204,60,0,1,5,285,72,354,0,0,3,0,99,64,13,0,123,24,112,192,13,6,50,5,0,150,248,26,8,1,3,0,278,2632.0
0,0,4,0,0,0,7,0,0,15,7,1,0,0,11,3,15,0,0,1,0,7,7,1,0,15,3,9,9,2,0,0,2,0,10,8,1,0,0,0,0,11,149.0
0,0,106,10,4,0,123,3,0,188,26,0,0,2,161,114,409,0,0,7,0,119,70,60,4,63,17,68,163,1,2,94,4,0,129,198,15,2,0,1,3,238,2404.0
0,0,85,4,1,8,93,17,0,147,24,0,0,0,115,73,254,0,0,5,0,65,78,10,0,79,11,40,121,7,4,37,1,0,137,165,11,15,0,2,1,199,1809.0
0,0,488,97,34,5,911,8,0,1239,191,17,1,11,921,389,2071,0,0,34,0,772,195,105,5,781,113,322,552,98,33,135,84,0,810,1217,120,44,0,19,7,1462,13291.0
0,0,344,86,12,13,897,11,0,1067,217,23,1,9,850,381,2295,0,0,38,0,678,208,126,0,751,100,378,625,102,54,141,56,0,761,1216,179,76,2,19,14,1535,13265.0
0,0,271,82,6,8,795,63,0,1068,183,35,3,7,1199,386,1888,0,0,24,0,589,322,147,2,694,110,349,619,99,37,110,15,0,843,987,132,33,2,11,6,1106,12231.0
1,0,506,75,15,5,1134,57,0,894,283,32,1,15,1012,331,1739,0,0,12,0,832,156,150,2,544,80,459,968,115,46,240,15,0,613,986,142,78,2,16,24,1220,12800.0
3,0,161,30,14,9,528,21,0,619,150,24,1,7,797,247,1289,0,0,15,0,356,151,53,1,499,76,242,395,49,11,86,39,0,512,771,89,48,0,12,3,693,8001.0
0,0,279,61,17,0,941,27,0,709,232,13,3,8,636,290,1581,0,0,21,0,581,161,129,1,459,78,363,743,87,39,130,27,0,552,853,191,79,0,12,6,937,10246.0
0,0,301,67,10,3,540,30,0,587,153,26,2,6,672,210,1231,0,0,31,0,406,141,119,3,368,78,204,444,35,34,136,13,0,490,743,152,39,0,15,14,801,8104.0
1,0,577,94,19,4,832,155,0,992,264,45,0,9,918,364,2133,0,0,47,0,659,142,181,0,672,104,331,757,72,39,252,47,0,722,1289,155,63,0,21,42,1232,13234.0
0,3,341,43,13,2,516,32,0,761,129,0,1,7,752,243,1292,0,0,10,0,435,147,68,2,435,73,178,396,59,29,120,14,1,445,861,146,31,0,23,7,816,8431.0
0,0,56,4,2,0,127,16,0,151,22,0,0,0,153,46,358,0,0,9,0,96,36,13,0,105,15,49,99,8,3,26,1,0,125,230,20,7,0,4,0,174,1955.0
0,0,197,44,5,4,477,81,0,635,69,55,0,9,681,159,1101,0,0,27,0,419,116,65,0,302,31,144,401,31,24,114,39,0,413,567,47,23,0,13,18,590,6901.0
0,0,20,1,3,1,44,2,0,64,7,0,0,2,51,20,164,0,0,2,0,41,3,5,0,54,11,26,40,11,2,13,1,0,39,114,7,0,0,0,0,85,833.0
0,0,244,30,6,4,397,16,0,516,72,4,2,4,873,223,950,0,0,17,0,363,192,75,2,317,54,98,298,48,17,101,6,0,345,593,103,21,0,19,3,538,6551.0
0,0,32,6,4,0,40,6,0,67,15,0,0,0,55,14,93,0,0,0,0,36,4,15,0,32,6,12,22,5,2,6,0,0,29,71,10,1,0,2,0,67,652.0
0,0,368,35,11,12,595,41,0,550,141,8,3,5,697,275,1143,0,0,19,0,424,247,129,1,374,78,188,455,48,59,147,26,0,483,757,173,66,1,27,6,917,8509.0
2,1,508,71,12,32,814,53,0,985,146,142,5,12,1528,414,1654,0,0,39,0,620,540,143,1,676,72,246,606,91,62,160,37,0,717,1137,284,61,2,23,13,1242,13151.0
0,0,334,56,13,7,763,40,0,953,123,47,0,10,1289,369,1906,0,0,13,0,590,253,139,1,529,120,248,587,95,63,249,31,0,542,1187,177,27,1,13,15,1359,12149.0
0,1,274,72,14,0,438,24,0,763,119,1,0,10,780,215,1493,0,0,27,0,399,194,71,5,551,87,223,400,44,31,79,30,0,409,1069,76,33,1,59,6,954,8952.0
0,2,181,31,6,1,465,21,0,623,81,3,3,6,881,188,1075,0,0,13,0,352,239,49,1,373,47,77,344,88,22,147,5,0,359,656,93,27,1,9,4,652,7125.0
0,0,90,11,1,1,98,5,0,168,28,0,0,2,160,49,466,0,0,6,0,90,70,49,1,82,12,46,135,7,7,74,12,0,99,249,16,0,1,2,1,272,2310.0
0,0,38,5,2,3,79,8,0,149,11,0,0,1,103,31,167,0,0,6,0,46,79,21,0,48,6,20,75,6,6,31,3,0,76,120,26,2,0,1,1,96,1266.0
0,0,47,1,1,5,78,15,0,132,8,0,0,0,72,58,192,0,0,1,0,59,175,17,0,75,10,42,83,7,3,11,2,0,103,96,13,12,0,0,0,66,1384.0
1,0,91,18,2,4,232,48,0,296,45,0,0,1,299,85,562,0,0,8,0,138,63,30,0,196,33,102,223,25,14,60,2,0,228,365,34,16,0,5,5,345,3576.0
0,0,34,5,1,1,81,8,0,104,12,0,0,3,97,36,235,0,0,4,0,64,34,17,0,75,10,37,62,13,0,17,0,0,46,138,13,6,0,3,0,139,1295.0
0,0,80,8,2,1,189,8,0,188,34,0,0,6,217,54,345,0,0,7,0,130,48,33,1,113,12,59,162,17,3,45,2,0,136,259,25,1,0,5,0,208,2398.0
3,0,232,49,8,0,645,55,0,859,148,35,1,6,1104,233,1539,0,0,18,0,525,86,99,0,496,91,236,458,66,35,85,14,0,686,729,147,36,3,14,36,826,9603.0
3,1,269,47,5,0,568,38,0,654,80,0,3,9,847,259,1053,0,0,17,0,488,263,63,0,421,66,118,414,112,26,113,14,0,356,718,133,45,1,10,2,630,7846.0
2,0,258,53,5,4,572,29,0,486,106,24,1,7,451,228,1222,0,0,15,0,355,89,99,2,274,44,179,424,53,14,134,18,0,432,650,201,16,1,4,7,755,7214.0
2,0,316,79,5,0,653,51,0,574,171,51,1,8,872,236,1234,0,0,29,0,468,75,145,1,378,54,214,480,54,32,119,10,0,432,706,145,37,4,18,0,871,8525.0
0,0,6,0,0,0,12,1,0,15,9,1,1,0,15,6,24,0,0,0,0,11,5,2,0,8,1,6,7,0,0,1,2,0,6,11,0,3,0,0,0,9,162.0
0,1,311,65,22,10,692,58,0,772,294,17,0,7,1745,817,2221,0,0,22,0,547,271,125,1,575,63,299,682,124,32,119,24,1,885,1036,147,61,0,15,6,1077,13144.0
3,0,297,57,15,4,549,39,0,874,145,1,0,7,660,244,1505,0,0,30,0,431,158,97,3,511,83,191,393,57,17,106,28,0,440,1005,77,36,0,11,1,966,9041.0
0,0,504,92,12,3,1006,33,0,1154,285,21,1,6,872,426,2342,0,0,32,0,939,296,172,4,633,99,421,685,112,35,135,42,0,789,1315,132,92,2,7,12,1606,14317.0
2,0,337,78,13,3,830,48,0,765,219,251,3,9,1512,218,1425,0,0,29,0,696,166,89,2,412,50,338,677,55,27,138,35,0,524,865,131,47,2,44,38,936,11014.0
4,0,670,74,18,0,938,128,0,1039,265,42,4,9,1050,331,2165,0,0,74,0,868,174,207,1,701,91,323,818,77,34,259,54,0,827,1470,121,84,3,32,36,1507,14498.0
0,3,93,4,5,4,94,10,0,161,22,0,0,3,83,54,300,0,0,11,0,113,52,21,0,82,19,34,67,5,6,29,1,0,81,228,12,5,0,1,0,220,1823.0
0,0,34,3,1,5,53,6,0,99,8,3,0,0,124,30,140,0,0,2,0,27,57,12,0,45,4,15,50,6,0,22,1,0,53,80,17,5,0,2,0,86,990.0
1,0,563,114,16,12,1331,92,0,1154,332,49,5,13,1014,567,2795,0,0,34,0,920,181,187,11,869,180,419,1012,111,89,333,30,0,912,1688,208,55,0,29,15,1529,16870.0
2,0,275,65,6,6,892,68,0,1176,244,55,1,8,1384,310,2299,0,0,30,0,673,175,159,5,809,171,382,703,103,35,152,13,0,859,1160,178,23,4,7,5,1336,13773.0
0,0,294,50,10,2,726,19,0,782,94,5,3,7,1130,251,1261,0,0,29,0,502,118,97,4,597,62,187,536,56,43,183,20,0,558,801,109,25,3,14,33,873,9484.0
1,0,456,99,23,5,927,11,0,1052,198,9,0,16,1006,399,2379,0,0,30,0,782,203,155,4,681,103,352,511,99,37,106,82,0,667,1275,213,60,1,26,10,1502,13480.0
0,0,86,16,2,0,234,31,0,291,50,0,0,1,501,80,711,0,0,3,0,163,27,29,0,203,20,167,216,27,5,47,3,0,205,488,63,11,1,11,2,377,4071.0
0,0,5,2,1,0,20,0,0,21,12,1,0,0,22,6,42,0,0,0,0,21,7,1,0,16,1,11,15,2,0,0,0,0,19,31,5,0,0,1,0,22,284.0
0,1,93,13,2,0,266,39,0,315,59,0,1,7,347,105,620,0,0,8,0,160,24,57,0,223,19,108,250,42,7,56,2,0,230,419,119,24,0,7,1,301,3925.0
0,1,276,34,3,1,510,36,0,577,82,0,2,13,765,198,1152,0,0,23,0,432,222,66,1,313,53,104,326,60,21,96,11,0,336,780,178,29,1,8,4,692,7406.0
0,0,18,4,4,0,24,0,0,46,6,0,0,1,20,11,68,0,0,4,0,29,0,9,0,32,3,8,17,3,0,5,3,0,29,56,2,4,0,0,1,38,445.0
0,0,10,3,0,0,25,3,0,37,17,1,0,1,37,17,82,0,0,2,0,18,9,9,0,36,4,13,19,5,1,0,1,0,28,45,4,2,0,0,0,28,457.0
1,1,235,46,8,6,483,15,0,792,86,4,1,5,838,237,1286,0,0,21,0,388,193,83,2,441,96,154,415,69,24,168,28,0,420,719,101,34,0,9,0,704,8113.0
0,0,127,8,1,1,215,4,0,270,37,0,0,2,415,172,449,0,0,8,0,143,190,45,0,154,11,98,190,11,3,47,3,0,260,324,79,23,0,8,4,296,3598.0
0,0,164,15,7,5,432,22,0,449,51,11,0,6,412,168,817,0,0,8,0,260,231,42,0,308,26,166,316,34,2,96,19,0,359,687,55,15,1,6,4,551,5745.0
1,0,64,4,0,28,142,14,0,151,16,0,0,0,128,81,309,0,0,4,0,105,204,10,0,87,15,52,118,6,7,23,2,0,104,194,28,22,1,9,2,118,2049.0
0,0,22,1,1,0,39,5,0,54,5,0,0,1,134,37,152,0,0,3,0,40,12,4,0,27,8,19,45,3,3,22,0,0,41,96,5,2,0,2,1,91,875.0
0,1,150,49,4,0,465,24,0,569,64,2,0,3,1042,178,1051,0,0,9,0,325,151,55,0,342,58,130,336,35,9,95,8,0,444,529,62,18,0,8,2,681,6899.0
2,0,515,105,21,12,1573,64,0,1242,430,41,2,26,1461,562,3111,0,0,46,0,1123,311,233,2,895,135,430,968,116,55,243,74,0,976,1772,304,129,1,32,21,1897,18930.0
0,0,449,90,20,2,945,32,0,929,313,1,2,8,799,349,1827,0,0,33,0,775,198,134,5,554,67,449,751,98,32,147,35,0,630,1034,127,63,0,10,25,1272,12205.0
1,0,450,75,14,23,842,59,0,976,177,37,2,8,1052,380,1922,0,0,34,0,655,488,145,1,655,90,276,660,73,43,164,63,0,745,1280,211,71,1,29,22,1274,12998.0
0,0,84,4,0,0,91,4,0,110,23,0,0,2,262,75,205,0,0,17,0,95,8,24,0,88,3,67,104,6,1,24,0,0,114,182,10,5,0,0,3,123,1734.0
3,0,386,81,11,9,783,63,0,808,171,246,2,10,1197,224,1546,0,0,26,0,684,324,79,0,483,57,288,641,59,37,126,28,0,558,824,97,40,5,30,8,847,10781.0
0,0,70,8,0,0,98,4,0,145,34,0,0,2,97,37,268,0,0,10,0,95,38,28,0,94,24,60,94,11,4,15,0,0,70,198,15,0,0,4,0,177,1700.0
3,1,350,43,15,0,709,32,0,762,169,15,3,10,728,295,1459,0,0,26,0,598,145,80,4,465,83,272,580,44,29,145,31,0,514,826,90,47,2,11,28,911,9525.0
0,0,49,14,2,0,113,29,0,123,64,0,0,1,207,78,271,0,0,2,0,62,42,16,0,159,15,71,137,26,5,39,19,0,186,171,11,4,0,7,0,202,2125.0
0,0,67,10,2,2,161,16,0,242,36,0,0,0,258,81,494,0,0,4,0,104,88,44,1,84,9,58,241,8,11,131,9,0,167,263,18,1,0,12,0,304,2926.0
0,0,143,9,3,0,202,37,0,292,49,0,1,2,277,120,493,0,0,19,0,155,33,38,0,139,14,73,153,17,4,45,4,0,153,367,32,5,0,9,1,239,3128.0
0,2,220,30,6,0,500,36,0,572,92,0,0,7,925,214,1121,0,0,13,0,416,288,57,4,410,66,158,370,86,25,106,8,1,276,651,127,30,0,15,27,529,7388.0
2,0,224,35,16,6,512,31,0,630,96,37,1,12,713,257,1205,0,0,19,0,399,119,92,0,359,71,169,421,39,32,130,19,0,360,686,82,23,1,9,64,735,7606.0
0,0,73,6,4,0,56,9,0,124,21,0,0,2,116,36,219,0,0,2,0,71,26,12,0,63,21,36,67,7,1,26,3,0,57,151,11,1,0,1,0,151,1373.0
1,0,288,39,9,8,391,98,0,710,69,21,0,5,759,218,1370,0,0,12,0,315,138,78,2,395,47,143,378,43,31,117,18,0,517,659,93,27,1,11,3,750,7764.0
0,0,118,19,3,0,231,17,0,248,40,2,0,1,207,118,503,0,0,4,0,177,82,23,0,125,19,61,161,11,4,40,0,0,182,312,35,20,0,4,0,239,3006.0
0,0,133,11,1,4,365,48,0,336,53,0,0,2,334,112,672,0,0,8,0,228,116,37,0,259,34,85,270,25,14,62,14,0,275,497,58,26,1,14,2,458,4554.0
2,0,528,69,7,23,685,31,0,826,81,3,0,9,783,336,1706,0,0,53,0,638,397,206,0,470,79,263,553,36,33,181,20,0,695,1122,67,30,0,7,28,1196,11163.0
1,0,535,99,14,19,1047,47,0,1361,262,15,0,9,1137,383,2471,0,0,41,0,875,310,228,9,741,117,350,752,59,56,171,72,0,926,1364,193,65,1,27,30,1273,15060.0
0,0,372,105,13,2,669,20,0,910,190,29,2,10,1031,290,1979,0,0,35,0,603,159,133,0,639,102,270,485,85,25,94,52,0,559,1160,128,57,2,48,9,1375,11642.0
0,0,545,71,11,5,731,4,0,1178,166,3,0,9,914,370,2149,0,0,52,0,737,265,146,2,729,102,296,432,84,49,82,74,0,696,1247,131,47,0,4,12,1537,12880.0
1,0,161,10,4,3,204,15,0,352,43,0,0,3,218,103,788,0,0,25,0,164,121,73,0,122,12,102,282,16,7,163,32,0,192,355,24,8,0,3,7,485,4098.0
0,0,51,11,1,0,138,16,0,172,19,1,0,1,168,44,318,0,0,1,0,69,67,24,0,103,15,92,110,12,3,21,10,0,112,192,24,14,1,3,0,164,1977.0
0,0,20,3,2,0,46,1,0,44,8,1,0,0,94,18,128,0,0,0,0,30,9,7,0,57,8,21,29,7,2,5,2,0,28,98,4,2,0,6,0,82,762.0
0,1,168,30,4,0,526,34,0,577,79,0,3,1,799,187,1369,0,0,16,0,297,159,98,2,512,50,183,388,72,20,111,27,0,376,747,92,24,1,13,7,774,7747.0
1,0,442,82,27,35,1122,55,0,1393,313,14,4,13,1255,399,2367,0,0,57,0,821,581,130,7,925,149,474,880,123,44,202,78,0,1074,1295,201,28,5,15,15,1404,16030.0
0,4,176,52,11,0,523,40,0,606,149,0,1,6,852,209,1254,0,0,13,0,357,71,59,1,323,64,217,427,55,20,147,14,0,376,642,71,69,0,26,6,793,7634.0
0,0,30,3,1,0,12,2,0,31,3,0,0,1,29,8,63,0,0,0,0,20,4,8,0,17,4,7,19,1,0,7,0,0,14,40,2,0,0,0,0,50,376.0
0,0,372,67,23,10,707,37,0,1015,152,69,3,7,1236,358,1942,0,0,41,0,519,493,166,3,783,85,277,559,98,23,142,100,0,692,1109,197,43,4,43,104,1270,12749.0
0,0,48,14,8,4,155,19,0,166,65,0,0,1,176,74,238,0,0,3,0,85,103,29,3,91,6,98,161,19,5,43,7,0,177,172,24,9,1,5,4,234,2247.0
0,1,132,20,3,5,251,69,0,347,49,0,0,7,402,113,672,0,0,12,0,167,171,36,0,244,24,100,185,17,7,41,0,0,231,459,63,14,2,15,1,416,4276.0
0,1,33,4,2,3,104,8,0,138,27,1,0,1,243,40,317,0,0,6,0,83,63,20,0,96,17,75,131,6,1,28,4,0,93,229,15,8,0,1,1,184,1983.0
0,0,189,3,1,6,113,14,0,231,50,0,0,5,227,101,498,0,0,6,0,136,148,52,2,112,13,50,142,5,8,92,3,0,123,268,24,4,0,1,13,342,2982.0
1,0,465,106,23,13,1480,67,0,1451,347,39,2,18,1301,625,3385,0,0,32,0,1026,265,246,9,935,183,493,1043,102,67,311,51,0,1059,1969,303,64,0,33,22,1809,19345.0
0,0,221,54,9,0,591,24,0,794,99,5,0,5,1127,250,1387,0,0,15,0,396,184,103,4,567,60,286,562,96,22,132,27,0,549,796,142,37,0,21,9,781,9355.0
0,0,39,4,0,2,118,7,0,137,21,0,0,0,126,46,296,0,0,3,0,60,68,9,0,106,14,90,115,10,6,22,9,0,110,169,19,8,0,5,0,173,1792.0
1,0,112,12,4,8,238,28,0,234,54,0,1,0,240,105,412,0,0,4,0,151,170,37,0,126,18,82,191,18,5,51,1,0,192,278,33,13,0,11,1,262,3093.0
0,0,18,1,0,0,19,6,0,33,14,1,0,0,15,9,53,0,0,1,0,24,12,4,0,17,3,10,15,0,0,0,0,0,15,28,2,1,0,0,1,26,328.0
0,0,96,11,1,4,139,20,0,237,32,0,0,0,172,85,349,0,0,6,0,103,192,27,0,138,9,69,128,12,4,32,0,0,138,251,22,9,0,11,0,159,2456.0
0,0,414,86,18,4,712,24,0,1225,151,7,2,4,836,375,2178,0,0,26,0,649,146,135,2,794,90,238,413,95,43,89,60,0,699,1250,128,49,2,4,4,1502,12454.0
0,0,263,28,13,13,461,27,0,633,96,0,1,8,778,236,1054,0,0,28,0,375,299,70,3,399,57,133,370,65,22,152,20,0,410,719,120,28,0,41,10,702,7634.0
0,0,110,14,4,0,226,21,0,304,35,0,0,4,231,99,508,0,0,6,0,138,77,28,0,148,11,97,188,14,5,47,26,0,195,348,59,15,0,7,1,292,3258.0
0,0,164,20,2,14,437,53,0,400,57,0,0,2,357,196,724,0,0,9,0,213,347,41,0,255,18,133,342,43,14,102,3,0,391,407,74,15,1,13,1,407,5255.0
3,0,321,91,15,6,895,44,0,793,157,201,3,12,1164,257,1647,0,0,36,0,644,224,86,3,535,50,226,637,90,34,164,83,0,636,948,149,56,2,22,9,996,11239.0
0,0,39,2,0,10,63,6,0,108,3,1,0,0,65,43,182,0,0,1,0,36,187,9,0,70,10,18,50,1,0,9,0,0,55,68,13,3,1,4,0,52,1109.0
0,0,75,8,0,3,106,24,0,233,11,0,1,2,155,71,259,0,0,3,0,58,127,12,0,111,10,63,89,8,0,20,1,0,102,125,35,10,0,6,1,128,1857.0
1,0,416,83,16,16,1076,53,0,1311,252,50,2,9,1509,435,2490,0,0,32,0,796,314,122,1,939,125,410,700,112,43,158,45,0,1085,1419,149,33,0,25,11,1570,15808.0
0,0,58,16,3,0,169,3,0,218,25,0,0,4,160,83,277,0,0,19,0,99,10,8,0,98,6,61,155,20,1,33,0,0,139,195,31,14,0,5,1,139,2050.0
0,1,321,51,11,0,551,40,0,795,112,7,1,4,961,254,1160,0,0,27,0,552,151,99,6,478,64,209,407,89,29,111,17,1,401,767,93,32,1,10,7,740,8560.0
0,0,71,4,1,0,40,3,0,142,13,0,0,2,102,25,221,0,0,5,0,51,32,29,0,68,11,24,45,10,3,12,0,0,43,169,22,4,0,1,0,143,1296.0
0,0,221,54,22,7,645,22,0,600,116,14,1,7,557,228,1146,0,0,16,0,371,126,109,4,321,46,193,548,68,27,185,28,0,465,648,175,43,0,11,15,750,7789.0
0,0,64,4,2,0,150,11,0,225,12,0,0,1,212,86,354,0,0,2,0,85,72,27,1,96,13,68,131,8,3,44,0,0,156,233,27,13,0,3,3,232,2338.0
1,1,677,86,30,0,876,109,0,1053,325,0,1,11,1274,547,2214,0,0,26,5,760,148,231,8,672,195,343,581,101,106,168,35,0,1022,1296,305,52,0,26,42,1577,14904.0
2,0,221,50,10,6,629,43,0,695,229,27,0,9,619,306,1265,0,0,22,0,467,159,91,0,348,69,230,505,56,22,127,23,0,451,615,108,34,0,12,7,752,8209.0
4,0,206,46,9,18,459,22,0,637,94,20,0,3,638,249,1131,0,0,18,0,326,167,98,2,526,67,183,323,61,25,74,14,0,522,738,94,43,0,1,0,751,7569.0
1,0,118,17,4,22,160,9,0,233,75,0,0,0,155,117,491,0,0,8,0,135,331,108,0,180,26,55,161,43,6,57,8,0,231,354,67,9,0,7,1,343,3532.0
1,0,309,35,11,1,664,29,0,621,137,11,2,5,728,219,1350,0,0,45,0,544,197,157,0,437,53,232,509,45,52,166,19,0,459,830,88,17,1,43,22,882,8921.0
2,0,518,77,20,3,966,17,0,1245,241,9,1,14,976,479,2561,0,0,60,0,911,221,168,1,763,94,389,602,90,55,128,50,0,801,1400,149,81,2,32,7,1783,14916.0
